c_rate,initial_voltage_v,final_voltage_v,minimum_voltage_v,maximum_voltage_v,discharged_capacity_ah,average_voltage_v,approximate_energy_wh,simulation_duration_s,runtime_s,status
0.5,3.8098663572632963,2.9999999999992513,2.9999999999992513,3.8098663572632963,0.6971493793408404,3.7618006178757053,2.529776883938531,7374.900871055119,0.03791095901397057,SUCCESS
1.0,3.7800805640468536,3.000000000000005,3.000000000000005,3.7800805640468536,0.6893116748816989,3.7279104040803213,2.4926116578464805,3645.994260455405,0.03349920900654979,SUCCESS
2.0,3.7420524629562135,2.999999999999731,2.999999999999731,3.7420524629562135,0.6746595048672906,3.675461631454896,2.41035275596791,1784.2470772963359,0.032615624979371205,SUCCESS
3.0,3.7165815831298854,2.9999999999999996,2.9999999999999996,3.7165815831298854,0.660394634117916,3.642973954776298,2.3462505264933187,1164.347533618809,0.03221599999233149,SUCCESS
